"date","platform","post","status","remoteId","message","publishedAt"
"2026-05-17","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""API access blocked."",""type"":""OAuthException"",""code"":200,""fbtrace_id"":""AMXEK_ZbQ0Ln6pz5XvVOClE""}}","2026-05-17T16:40:39.185Z"
"2026-05-17","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""API access blocked."",""type"":""OAuthException"",""code"":200,""fbtrace_id"":""AigUW0iLeeZ5QD1JzL8c4o4""}}","2026-05-17T16:40:39.186Z"
