"date","platform","post","status","remoteId","message","publishedAt"












"2026-07-16","Threads","Threads Post 1","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-16T12:10:09.281Z"
"2026-07-16","Threads","Threads Post 1","failed","","Threads create error 500: ","2026-07-16T14:17:26.123Z"
"2026-07-16","Threads","Threads Post 2","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-16T14:17:26.123Z"
"2026-07-16","Threads","Threads Post 1","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-16T15:48:22.953Z"
"2026-07-16","Threads","Threads Post 2","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-16T15:48:22.953Z"
"2026-07-16","Threads","Threads Post 1","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-16T16:55:09.100Z"
"2026-07-16","Threads","Threads Post 2","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-16T16:55:09.100Z"
"2026-07-16","Threads","Threads Post 1","failed","","Threads create error 500: ","2026-07-16T17:57:31.540Z"
"2026-07-16","Threads","Threads Post 2","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-16T17:57:31.540Z"
"2026-07-16","Threads","Threads Post 1","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-16T19:00:10.138Z"
"2026-07-16","Threads","Threads Post 2","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-16T19:00:10.138Z"
"2026-07-16","Threads","Threads Post 1","failed","","Threads create error 500: ","2026-07-16T20:07:55.603Z"
"2026-07-16","Threads","Threads Post 2","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-16T20:07:55.603Z"
"2026-07-16","Threads","Threads Post 1","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-16T21:12:48.802Z"
"2026-07-16","Threads","Threads Post 2","failed","","Threads create error 500: ","2026-07-16T21:12:48.802Z"
"2026-07-16","Threads","Threads Post 1","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-16T22:14:53.695Z"
"2026-07-16","Threads","Threads Post 2","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-16T22:14:53.695Z"
"2026-07-16","Threads","Threads Post 1","failed","","Threads create error 500: ","2026-07-16T23:10:38.967Z"
"2026-07-16","Threads","Threads Post 2","failed","","Threads create error 500: ","2026-07-16T23:10:38.967Z"
"2026-07-16","Threads","Threads Post 2","failed","","Threads create error 500: ","2026-07-17T00:12:12.740Z"







