"date","platform","post","status","remoteId","message","publishedAt"


"2026-05-19","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""API access blocked."",""type"":""OAuthException"",""code"":200,""fbtrace_id"":""ASamlewsQaTbgBsgv57tMkD""}}","2026-05-19T18:17:48.641Z"
"2026-05-19","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""API access blocked."",""type"":""OAuthException"",""code"":200,""fbtrace_id"":""ALpoxb5l_7PcSJjiuUn_OJf""}}","2026-05-19T18:17:48.641Z"
