"date","platform","post","status","remoteId","message","publishedAt"


"2026-05-20","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""API access blocked."",""type"":""OAuthException"",""code"":200,""fbtrace_id"":""AH63iqs5-p46IQnhJyzrjhm""}}","2026-05-20T19:33:24.925Z"
"2026-05-20","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""API access blocked."",""type"":""OAuthException"",""code"":200,""fbtrace_id"":""AtUOVEuhOCQR9oAa7ZXFwUh""}}","2026-05-20T19:33:24.925Z"
"2026-05-20","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""API access blocked."",""type"":""OAuthException"",""code"":200,""fbtrace_id"":""AY51w765JJeVAN9SRa2NJYg""}}","2026-05-20T23:53:35.319Z"
