"date","platform","post","status","remoteId","message","publishedAt"




"2026-09-15","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Tuesday, 15-Sep-26 04:54:24 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""AdF-_NMsatxU-56Md7RZAX7""}}","2026-09-15T11:54:24.473Z"
