"date","platform","post","status","remoteId","message","publishedAt"













"2026-07-12","Threads","Threads Post 1","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-12T11:22:16.234Z"
"2026-07-12","Threads","Threads Post 1","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-12T12:09:55.985Z"
"2026-07-12","Threads","Threads Post 1","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-12T13:51:18.519Z"
"2026-07-12","Threads","Threads Post 2","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-12T13:51:18.519Z"
"2026-07-12","Threads","Threads Post 1","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-12T14:44:54.640Z"
"2026-07-12","Threads","Threads Post 2","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-12T14:44:54.640Z"
"2026-07-12","Threads","Threads Post 1","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-12T15:41:08.211Z"
"2026-07-12","Threads","Threads Post 2","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-12T15:41:08.211Z"
"2026-07-12","Threads","Threads Post 1","failed","","Threads create error 500: ","2026-07-12T16:34:43.625Z"
"2026-07-12","Threads","Threads Post 2","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-12T16:34:43.625Z"
"2026-07-12","Threads","Threads Post 1","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-12T17:36:42.591Z"
"2026-07-12","Threads","Threads Post 2","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-12T17:36:42.592Z"
"2026-07-12","Threads","Threads Post 1","failed","","Threads create error 500: ","2026-07-12T18:30:41.816Z"
"2026-07-12","Threads","Threads Post 2","failed","","Threads create error 500: ","2026-07-12T18:30:41.816Z"
"2026-07-12","Threads","Threads Post 1","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-12T19:42:43.087Z"
"2026-07-12","Threads","Threads Post 2","failed","","Threads create error 500: ","2026-07-12T19:42:43.087Z"
"2026-07-12","Threads","Threads Post 1","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-12T20:26:54.127Z"
"2026-07-12","Threads","Threads Post 2","failed","","Threads create error 500: ","2026-07-12T20:26:54.127Z"
"2026-07-12","Threads","Threads Post 1","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-12T21:12:05.265Z"
"2026-07-12","Threads","Threads Post 2","failed","","Threads create error 500: ","2026-07-12T21:12:05.265Z"
"2026-07-12","Threads","Threads Post 1","failed","","Threads create error 500: ","2026-07-12T22:07:22.295Z"
"2026-07-12","Threads","Threads Post 2","failed","","Threads create error 500: ","2026-07-12T22:07:22.295Z"
"2026-07-12","Threads","Threads Post 1","failed","","Threads create error 500: ","2026-07-12T23:02:36.912Z"
"2026-07-12","Threads","Threads Post 2","failed","","Threads create error 500: {""error"":{""code"":1,""message"":""An unknown error occurred""}}","2026-07-12T23:02:36.912Z"
"2026-07-12","Threads","Threads Post 2","failed","","Threads create error 500: ","2026-07-13T00:03:38.100Z"



