"date","platform","post","status","remoteId","message","publishedAt"





"2026-09-16","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Wednesday, 16-Sep-26 07:21:27 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""AeGrII2ba1yx7oaZAx8q_hq""}}","2026-09-16T14:21:27.549Z"
"2026-09-16","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Wednesday, 16-Sep-26 07:21:27 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""Ax2OpQ1X_vzRR9v1qz5RGvn""}}","2026-09-16T14:21:27.549Z"
"2026-09-16","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Wednesday, 16-Sep-26 11:15:09 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""AG412tVjglg3R2gr9Y7CRwT""}}","2026-09-16T18:15:09.699Z"
"2026-09-16","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Wednesday, 16-Sep-26 11:15:09 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""AEz0zUftsLh2YQevG-ybvRg""}}","2026-09-16T18:15:09.699Z"
