"date","platform","post","status","remoteId","message","publishedAt"





"2026-09-18","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 18-Sep-26 06:47:06 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""AbFYVFTz9mqSiyqhjLn3NLn""}}","2026-09-18T13:47:06.632Z"
"2026-09-18","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 18-Sep-26 10:14:36 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""Af3JqRvd0OT1cHORALnqWTj""}}","2026-09-18T17:14:36.569Z"
"2026-09-18","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 18-Sep-26 10:14:36 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""AWUf2hEyufX_G-d-VzRA8tP""}}","2026-09-18T17:14:36.569Z"
"2026-09-18","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 18-Sep-26 12:36:37 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""A01ohuE05yxjl1t0z4YSYma""}}","2026-09-18T19:36:37.255Z"
"2026-09-18","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 18-Sep-26 12:36:37 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""AzH0CyQXT_ZVc0c52mmPeC8""}}","2026-09-18T19:36:37.256Z"
"2026-09-18","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 18-Sep-26 14:48:47 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""AT4arWtiRS9JPrN1jioaSdH""}}","2026-09-18T21:48:47.812Z"
"2026-09-18","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 18-Sep-26 14:48:47 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""AZSseZButkWyrV0WEojTvrn""}}","2026-09-18T21:48:47.812Z"
"2026-09-18","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 18-Sep-26 16:37:03 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""ATmRtkQu2XDcnuxAVfVoDnl""}}","2026-09-18T23:37:03.973Z"
"2026-09-18","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 18-Sep-26 16:37:03 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""AYmsx-tU3L74rZ4Ulnb9tRj""}}","2026-09-18T23:37:03.973Z"
"2026-09-18","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 18-Sep-26 18:31:43 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""A5EpLOdrU1q13D69KRp9D_6""}}","2026-09-19T01:31:43.950Z"
