"date","platform","post","status","remoteId","message","publishedAt"

"2026-08-28","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 28-Aug-26 09:46:28 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""Aeggdw197ypF0Pr81s4R_hc""}}","2026-08-28T16:46:28.888Z"
"2026-08-28","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 28-Aug-26 09:46:28 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""APvSJ9pR3aJo94igt6itfYy""}}","2026-08-28T16:46:28.889Z"
"2026-08-28","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 28-Aug-26 17:42:10 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""AqUYoEBJ0fAzS92UeHFDn5t""}}","2026-08-29T00:42:10.552Z"


