"date","platform","post","status","remoteId","message","publishedAt"






"2026-09-11","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 11-Sep-26 07:57:22 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""AA1eDaLLvjvgWG6y-6WuPN8""}}","2026-09-11T14:57:22.668Z"
"2026-09-11","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 11-Sep-26 07:57:22 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""ALFMKdWZ4CauiPhLo-FeD0B""}}","2026-09-11T14:57:22.668Z"
"2026-09-11","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 11-Sep-26 11:03:44 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""ArbCYh0aQZ2GuXFrqViCFu5""}}","2026-09-11T18:03:44.167Z"
"2026-09-11","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 11-Sep-26 11:03:44 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""A27nHIe14SgiVRK_EYSN6hl""}}","2026-09-11T18:03:44.167Z"
"2026-09-11","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 11-Sep-26 13:53:17 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""Asr8kf4_N96ngRDeB2L3pl7""}}","2026-09-11T20:53:17.545Z"
"2026-09-11","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 11-Sep-26 13:53:17 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""Aychfd_oPf1s_w05a34L8nO""}}","2026-09-11T20:53:17.545Z"
"2026-09-11","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 11-Sep-26 15:49:37 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""A45BtO6mtg3DmuJxaL_i39n""}}","2026-09-11T22:49:37.999Z"
"2026-09-11","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 11-Sep-26 15:49:37 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""All432hENIsOVlq-2KccmTW""}}","2026-09-11T22:49:38.000Z"
"2026-09-11","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Friday, 11-Sep-26 17:42:26 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""A_DQ7WVh4K7dQGBHd51gAa2""}}","2026-09-12T00:42:26.529Z"



