"date","platform","post","status","remoteId","message","publishedAt"






"2026-09-07","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Monday, 07-Sep-26 05:35:52 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""AaK6CGVRAFu_xgAu68QGtJ0""}}","2026-09-07T12:35:52.275Z"
"2026-09-07","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Monday, 07-Sep-26 10:52:54 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""A-k1AjdKV6aO3ykCQQGnXGM""}}","2026-09-07T17:52:54.876Z"
"2026-09-07","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Monday, 07-Sep-26 10:52:54 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""AZD9wxxeiVEV-UFIMv8n3xh""}}","2026-09-07T17:52:54.876Z"
"2026-09-07","Threads","Threads Post 1","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Monday, 07-Sep-26 13:50:13 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""A7s01oRbv4CivTppwEwRuvS""}}","2026-09-07T20:50:13.168Z"
"2026-09-07","Threads","Threads Post 2","failed","","Threads create error 400: {""error"":{""message"":""Error validating access token: Session has expired on Thursday, 09-Jul-26 05:54:17 PDT. The current time is Monday, 07-Sep-26 13:50:13 PDT."",""type"":""OAuthException"",""code"":190,""error_subcode"":0,""fbtrace_id"":""A5Mi31NQvQ0alztFy7y7dUo""}}","2026-09-07T20:50:13.168Z"
